"","site_id","user_id","lake_id","site_name","site_lat","site_lon","username","clinefinder","lake_name","county","latitude","longitude","reachcode","sampling_id","sampling_date","secchi","temperature","substrate","trap","rake","zigzag","notes.x","phyiscal_datum_id","sampling_type","depth","value","notes.y"
"11",50,37,40,"Social Security Beach",44.12466,-120.696,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,70,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Lake crowded, could not access deeper part of the lake in the canoe due to boat traffic. Lake water clear.",273,"Temperature",6,17.8,""
"12",50,37,40,"Social Security Beach",44.12466,-120.696,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,70,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Lake crowded, could not access deeper part of the lake in the canoe due to boat traffic. Lake water clear.",274,"Temperature",7,16,"11:15 am"
"13",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",275,"Temperature",0.1,24.3,"1:15 pm"
"14",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",276,"Temperature",1,23.5,""
"15",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",277,"Temperature",2,23,""
"16",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",278,"Temperature",3,22.8,""
"17",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",279,"Temperature",4,22.1,""
"18",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",280,"Temperature",5,19.4,""
"19",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",281,"Temperature",6,17.3,""
"20",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",282,"Temperature",7,15.6,""
"21",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",283,"Temperature",8,14.5,""
"22",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",284,"Temperature",9,14.3,""
"23",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,71,2013-07-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",285,"Temperature",10,13.7,"1:30 pm"
"24",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",290,"Temperature",0.1,20.5,"12:00 pm"
"25",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",291,"Temperature",1,20.2,""
"26",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",292,"Temperature",2,20.1,""
"27",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",293,"Temperature",3,20,""
"28",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",294,"Temperature",4,20,""
"29",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",295,"Temperature",5,19.9,""
"30",51,37,40,"Roberts Bay East",44.12097,-120.69896,"dmafera","CF0024","Prineville Reservoir","Crook",44.12603,-120.714,17070304003596,75,2013-09-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Floating algae clumps throughout water column.",296,"Temperature",6,19.7,"12:15"
"31",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",92,"Temperature",3,20.2,""
"32",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",93,"Temperature",4,20.2,""
"33",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",94,"Temperature",5,20,""
"34",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",86,"Secchi",8.55,NA,"Calm, clear"
"35",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",87,"Secchi",8.99,NA,"Calm, clear 11:35am"
"36",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",88,"Secchi",8.95,NA,"Calm, clear 11:40am"
"37",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",89,"Temperature",0.1,21.1,"CF0004"
"38",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",90,"Temperature",1,20.5,""
"39",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",91,"Temperature",2,20.3,""
"40",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",95,"Temperature",6,19.9,""
"41",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",96,"Temperature",7,19.7,""
"42",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",97,"Temperature",8,18.2,""
"43",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",98,"Temperature",9,17.4,""
"44",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",99,"Temperature",10,16.6,""
"45",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",100,"Temperature",11,16,""
"46",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",101,"Temperature",12,15.1,""
"47",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",102,"Temperature",13,13.8,""
"48",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",103,"Temperature",14,12.5,""
"49",18,24,47,"Site 1",45.11606,-121.77139,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,29,2013-09-13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",104,"Temperature",15,12.3,""
"50",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1144,"Temperature",0,21.9,""
"51",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1152,"Temperature",3,18.3,""
"52",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1153,"Temperature",3.5,18.3,""
"53",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1154,"Temperature",4,18.3,""
"54",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1155,"Temperature",4.5,18.3,""
"55",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1156,"Temperature",5,18.3,""
"56",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1157,"Temperature",5.5,18.3,""
"57",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1158,"Temperature",6,18.2,""
"58",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1159,"Temperature",6.5,18.2,""
"59",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1160,"Temperature",7,18.2,""
"60",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1164,"Temperature",8.5,17.7,""
"61",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1166,"Temperature",9.5,15.6,""
"62",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1168,"Temperature",10,15.4,""
"63",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1169,"Temperature",10.5,15,""
"64",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1170,"Temperature",11,14.7,""
"65",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1171,"Temperature",11.5,14.4,""
"66",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1172,"Temperature",12,14.2,""
"67",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1173,"Temperature",12.5,13.9,""
"68",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1145,"Temperature",0.1,18.6,""
"69",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1146,"Temperature",1,18.5,""
"70",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1147,"Temperature",1.5,18.5,""
"71",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1148,"Temperature",2,18.3,""
"72",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1149,"Temperature",2.5,18.3,""
"73",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1161,"Temperature",7.5,18.1,""
"74",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1162,"Temperature",8,18,""
"75",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1165,"Temperature",9,16,""
"76",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1167,"Temperature",9.5,15.6,""
"77",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1174,"Temperature",13,13.7,""
"78",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1175,"Temperature",13.5,12.9,""
"79",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1176,"Temperature",14,12.1,""
"80",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1178,"Temperature",14.5,11.5,""
"81",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,187,2014-09-06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Strong East winds for the several days prior to sampling.  I think this mixed the lake and influenced the temperature profile as well as transparency.",1179,"Temperature",15,10.7,""
"82",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",52,"Temperature",0.1,21.9,"CF0004 "
"83",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",53,"Temperature",1,21.2,""
"84",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",54,"Temperature",2,21.2,""
"85",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",55,"Temperature",3,21.1,""
"86",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",56,"Temperature",4,21,""
"87",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",57,"Temperature",5,20.4,""
"88",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",58,"Temperature",6,19.2,""
"89",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",59,"Temperature",7,17.1,""
"90",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",60,"Temperature",8,15.9,""
"91",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",61,"Temperature",9,14.5,""
"92",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",62,"Temperature",10,14.3,""
"93",21,24,47,"Deep spot",45.11877,-121.77005,"kimbrun",NA,"Timothy Lake","Clackamas",45.12362,-121.783,17090011000850,24,2013-07-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",63,"Temperature",11,13,""
